القطاع,اسم المنتج,التصنيف الرئيسي,التصنيف الفرعي,التصنيف المحاسبي الرئيسي,التصنيف المحاسبي الفرعي
المقاولات والإنشاءات,راتب مشرف الموقع,مصاريف تشغيلية,رواتب الإدارة,مصاريف تشغيلية,رواتب الإدارة
المقاولات والإنشاءات,إيجار مقر الشركة الرئيسي,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار فرع الموقع,مصاريف موقع,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مخزن المعدات,مصاريف لوجستية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب التصميم,مصاريف فنية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار غرفة الاجتماعات,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب الإدارة,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مبنى الشركة,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب مراقبة الجودة,مصاريف فنية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مركز التدريب,مصاريف تطوير الموارد البشرية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب العلاقات العامة,مصاريف تسويقية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب المحاسبة,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب الموارد البشرية,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب الدعم الفني,مصاريف فنية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب التسويق,مصاريف تسويقية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب المشتريات,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب السلامة المهنية,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب الدعم الإداري,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب الهندسة,مصاريف فنية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب التخطيط,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,إيجار مكتب العلاقات الحكومية,مصاريف إدارية,إيجار,مصاريف تشغيلية,إيجار المكتب
المقاولات والإنشاءات,فاتورة كهرباء الموقع,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,فاتورة مياه البناء,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,فاتورة هاتف المكتب,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,خدمة الإنترنت للموقع,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,صيانة أجهزة الاتصالات,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,استهلاك وقود مولد الكهرباء,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,رسوم تنظيف الموقع,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,إيجار أجهزة الاتصالات,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,تركيب شبكات الاتصالات,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,صيانة مولدات الكهرباء,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,فاتورة الغاز للموقع,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,خدمة الإنترنت للمكتب الرئيسي,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,تأجير أجهزة الاتصال اللاسلكي,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,صيانة خطوط الهاتف الأرضي,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,فاتورة الكهرباء للمخازن,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,استهلاك المياه لموقع البناء,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,رسوم الاشتراك بخدمة الاتصالات,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,صيانة معدات الاتصالات اللاسلكية,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,فاتورة الكهرباء للمكاتب المؤقتة,مصاريف تشغيلية,مرافق,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,صيانة شبكات الإنترنت,مصاريف تشغيلية,اتصالات,مصاريف تشغيلية,مرافق واتصالات
المقاولات والإنشاءات,دراسات جدوى مناقصات,مصاريف تشغيلية,مصاريف مناقصات,مصاريف تشغيلية,مصاريف مناقصات
المقاولات والإنشاءات,تجهيز مستندات مناقصة,مصاريف تشغيلية,مصاريف مناقصات,مصاريف تشغيلية,مصاريف مناقصات
المقاولات والإنشاءات,رسوم تقديم عروض,مصاريف تشغيلية,مصاريف مناقصات,مصاريف تشغيلية,مصاريف مناقصات
المقاولات والإنشاءات,استشارات قانونية مناقصات,مصاريف تشغيلية,مصاريف مناقصات,مصاريف تشغيلية,مصاريف مناقصات
المقاولات والإنشاءات,تكاليف تحضير العروض,مصاريف تشغيلية,مصاريف مناقصات,مصاريف تشغيلية,مصاريف مناقصات
